"Sample","Patient","Cohort","ReadType","Read1","Read2"
"1001200617_H10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_H10__N551Barcode_705-522_S80_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_H10__N551Barcode_705-522_S80_R2_001.fastq.gz"
"1001200617_A11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_A11__N551Barcode_706-502_S81_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_A11__N551Barcode_706-502_S81_R2_001.fastq.gz"
"1001200617_B11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_B11__N551Barcode_706-513_S82_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_B11__N551Barcode_706-513_S82_R2_001.fastq.gz"
"1001200617_C11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_C11__N551Barcode_706-503_S83_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_C11__N551Barcode_706-503_S83_R2_001.fastq.gz"
"1001200617_D11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_D11__N551Barcode_706-515_S84_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_D11__N551Barcode_706-515_S84_R2_001.fastq.gz"
"1001200617_E11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_E11__N551Barcode_706-505_S85_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_E11__N551Barcode_706-505_S85_R2_001.fastq.gz"
"1001200617_F11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_F11__N551Barcode_706-516_S86_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_F11__N551Barcode_706-516_S86_R2_001.fastq.gz"
"1001200617_G11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_G11__N551Barcode_706-506_S87_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_G11__N551Barcode_706-506_S87_R2_001.fastq.gz"
"1001200617_H11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_H11__N551Barcode_706-517_S88_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_H11__N551Barcode_706-517_S88_R2_001.fastq.gz"
"1001200617_A12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_A12__N551Barcode_706-507_S89_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_A12__N551Barcode_706-507_S89_R2_001.fastq.gz"
"1001200617_B12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_B12__N551Barcode_706-518_S90_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_B12__N551Barcode_706-518_S90_R2_001.fastq.gz"
"1001200617_C12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_C12__N551Barcode_706-508_S91_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_C12__N551Barcode_706-508_S91_R2_001.fastq.gz"
"1001200617_D12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_D12__N551Barcode_706-520_S92_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_D12__N551Barcode_706-520_S92_R2_001.fastq.gz"
"1001200617_E12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_E12__N551Barcode_706-510_S93_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_E12__N551Barcode_706-510_S93_R2_001.fastq.gz"
"1001200617_F12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_F12__N551Barcode_706-521_S94_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_F12__N551Barcode_706-521_S94_R2_001.fastq.gz"
"1001200617_G12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_G12__N551Barcode_706-511_S95_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_G12__N551Barcode_706-511_S95_R2_001.fastq.gz"
"1001200617_H12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_H12__N551Barcode_706-522_S96_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200617_H12__N551Barcode_706-522_S96_R2_001.fastq.gz"
"1001200618_A1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_A1__N551Barcode_707-502_S97_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_A1__N551Barcode_707-502_S97_R2_001.fastq.gz"
"1001200618_B1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_B1__N551Barcode_707-513_S98_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_B1__N551Barcode_707-513_S98_R2_001.fastq.gz"
"1001200618_C1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_C1__N551Barcode_707-503_S99_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_C1__N551Barcode_707-503_S99_R2_001.fastq.gz"
"1001200618_D1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_D1__N551Barcode_707-515_S100_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_D1__N551Barcode_707-515_S100_R2_001.fastq.gz"
"1001200618_E1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_E1__N551Barcode_707-505_S101_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_E1__N551Barcode_707-505_S101_R2_001.fastq.gz"
"1001200618_F1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_F1__N551Barcode_707-516_S102_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_F1__N551Barcode_707-516_S102_R2_001.fastq.gz"
"1001200618_G1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_G1__N551Barcode_707-506_S103_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_G1__N551Barcode_707-506_S103_R2_001.fastq.gz"
"1001200618_H1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_H1__N551Barcode_707-517_S104_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_H1__N551Barcode_707-517_S104_R2_001.fastq.gz"
"1001200618_A2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_A2__N551Barcode_707-507_S105_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_A2__N551Barcode_707-507_S105_R2_001.fastq.gz"
"1001200618_B2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_B2__N551Barcode_707-518_S106_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_B2__N551Barcode_707-518_S106_R2_001.fastq.gz"
"1001200618_C2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_C2__N551Barcode_707-508_S107_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_C2__N551Barcode_707-508_S107_R2_001.fastq.gz"
"1001200618_D2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_D2__N551Barcode_707-520_S108_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_D2__N551Barcode_707-520_S108_R2_001.fastq.gz"
"1001200618_E2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_E2__N551Barcode_707-510_S109_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_E2__N551Barcode_707-510_S109_R2_001.fastq.gz"
"1001200618_F2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_F2__N551Barcode_707-521_S110_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_F2__N551Barcode_707-521_S110_R2_001.fastq.gz"
"1001200618_G2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_G2__N551Barcode_707-511_S111_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_G2__N551Barcode_707-511_S111_R2_001.fastq.gz"
"1001200618_H2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_H2__N551Barcode_707-522_S112_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_H2__N551Barcode_707-522_S112_R2_001.fastq.gz"
"1001200618_A3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_A3__N551Barcode_710-502_S113_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_A3__N551Barcode_710-502_S113_R2_001.fastq.gz"
"1001200618_B3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_B3__N551Barcode_710-513_S114_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_B3__N551Barcode_710-513_S114_R2_001.fastq.gz"
"1001200618_C3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_C3__N551Barcode_710-503_S115_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_C3__N551Barcode_710-503_S115_R2_001.fastq.gz"
"1001200618_D3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_D3__N551Barcode_710-515_S116_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_D3__N551Barcode_710-515_S116_R2_001.fastq.gz"
"1001200618_E3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_E3__N551Barcode_710-505_S117_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_E3__N551Barcode_710-505_S117_R2_001.fastq.gz"
"1001200618_F3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_F3__N551Barcode_710-516_S118_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_F3__N551Barcode_710-516_S118_R2_001.fastq.gz"
"1001200618_G3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_G3__N551Barcode_710-506_S119_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_G3__N551Barcode_710-506_S119_R2_001.fastq.gz"
"1001200618_H3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_H3__N551Barcode_710-517_S120_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_H3__N551Barcode_710-517_S120_R2_001.fastq.gz"
"1001200618_A4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_A4__N551Barcode_710-507_S121_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_A4__N551Barcode_710-507_S121_R2_001.fastq.gz"
"1001200618_B4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_B4__N551Barcode_710-518_S122_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_B4__N551Barcode_710-518_S122_R2_001.fastq.gz"
"1001200618_C4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_C4__N551Barcode_710-508_S123_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_C4__N551Barcode_710-508_S123_R2_001.fastq.gz"
"1001200618_D4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_D4__N551Barcode_710-520_S124_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_D4__N551Barcode_710-520_S124_R2_001.fastq.gz"
"1001200618_E4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_E4__N551Barcode_710-510_S125_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_E4__N551Barcode_710-510_S125_R2_001.fastq.gz"
"1001200618_F4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_F4__N551Barcode_710-521_S126_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_F4__N551Barcode_710-521_S126_R2_001.fastq.gz"
"1001200618_G4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_G4__N551Barcode_710-511_S127_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_G4__N551Barcode_710-511_S127_R2_001.fastq.gz"
"1001200618_H4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_H4__N551Barcode_710-522_S128_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_H4__N551Barcode_710-522_S128_R2_001.fastq.gz"
"1001200618_A5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_A5__N551Barcode_711-502_S129_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_A5__N551Barcode_711-502_S129_R2_001.fastq.gz"
"1001200618_B5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_B5__N551Barcode_711-513_S130_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_B5__N551Barcode_711-513_S130_R2_001.fastq.gz"
"1001200618_C5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_C5__N551Barcode_711-503_S131_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_C5__N551Barcode_711-503_S131_R2_001.fastq.gz"
"1001200618_D5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_D5__N551Barcode_711-515_S132_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_D5__N551Barcode_711-515_S132_R2_001.fastq.gz"
"1001200618_E5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_E5__N551Barcode_711-505_S133_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_E5__N551Barcode_711-505_S133_R2_001.fastq.gz"
"1001200618_F5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_F5__N551Barcode_711-516_S134_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_F5__N551Barcode_711-516_S134_R2_001.fastq.gz"
"1001200618_G5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_G5__N551Barcode_711-506_S135_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_G5__N551Barcode_711-506_S135_R2_001.fastq.gz"
"1001200618_H5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_H5__N551Barcode_711-517_S136_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_H5__N551Barcode_711-517_S136_R2_001.fastq.gz"
"1001200618_A6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_A6__N551Barcode_711-507_S137_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_A6__N551Barcode_711-507_S137_R2_001.fastq.gz"
"1001200618_B6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_B6__N551Barcode_711-518_S138_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_B6__N551Barcode_711-518_S138_R2_001.fastq.gz"
"1001200618_C6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_C6__N551Barcode_711-508_S139_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_C6__N551Barcode_711-508_S139_R2_001.fastq.gz"
"1001200618_D6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_D6__N551Barcode_711-520_S140_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_D6__N551Barcode_711-520_S140_R2_001.fastq.gz"
"1001200618_E6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_E6__N551Barcode_711-510_S141_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_E6__N551Barcode_711-510_S141_R2_001.fastq.gz"
"1001200618_F6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_F6__N551Barcode_711-521_S142_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_F6__N551Barcode_711-521_S142_R2_001.fastq.gz"
"1001200618_G6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_G6__N551Barcode_711-511_S143_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200618_G6__N551Barcode_711-511_S143_R2_001.fastq.gz"
