,0
5784,FJ241971.1
5785,FJ242126.1
5786,FJ242301.1
5787,FJ243109.1
5788,FJ243127.1
5789,FJ243690.1
5790,FJ244088.1
5791,FJ244321.1
5792,FJ244429.1
5793,FJ245258.1
5794,FJ245583.1
5795,FJ246093.1
5796,FJ246341.1
5797,FJ246356.1
5798,FJ251296.1
5799,FJ251477.1
5800,FJ256223.1
5801,FJ256748.1
5802,FJ256773.1
5803,FJ256816.1
5804,FJ258416.1
5805,FJ261168.1
5806,FJ261687.1
5807,FJ261691.1
5808,FJ261698.1
5809,FJ264554.1
5810,FJ269078.1
5811,FJ271382.1
5812,FJ276760.1
5813,FJ287139.1
5814,FJ287514.1
5815,FJ290877.1
5816,FJ291942.1
5817,FJ295019.1
5818,FJ298215.1
5819,FJ298402.1
5820,FJ311043.1
5821,FJ314350.1
5822,FJ325325.1
5823,FJ326750.1
5824,FJ326889.1
5825,FJ328161.1
5826,FJ348625.1
5827,FJ350318.1
5828,FJ353555.1
5829,FJ354424.1
5830,FJ355304.1
5831,FJ355305.1
5832,FJ356038.1
5833,FJ357637.1
5834,FJ360251.1
5835,FJ376384.1
5836,FJ380162.1
5837,FJ382001.1
5838,FJ382157.1
5839,FJ382190.1
5840,FJ406568.1
5841,FJ409277.1
5842,FJ410379.1
5843,FJ410380.1
5844,FJ410385.1
5845,FJ410386.1
5846,FJ410395.1
5847,FJ415300.1
5848,FJ418587.1
5849,FJ432290.1
5850,FJ433179.1
5851,FJ440496.1
5852,FJ440508.1
5853,FJ440963.1
5854,FJ448856.1
5855,FJ450722.1
5856,FJ454268.1
5857,FJ470430.1
5858,FJ470470.1
5859,FJ470810.1
5860,FJ470940.1
5861,FJ471112.1
5862,FJ471115.1
5863,FJ471214.1
5864,FJ471246.1
5865,FJ471256.1
5866,FJ471262.1
5867,FJ471327.1
5868,FJ475288.1
5869,FJ482034.1
5870,FJ482078.1
5871,FJ483996.1
5872,FJ490425.1
5873,FJ495216.1
5874,FJ497161.1
5875,FJ498870.2
5876,FJ498873.2
5877,FJ498874.2
5878,FJ498875.2
5879,FJ498876.2
5880,FJ498877.1
5881,FJ498880.2
5882,FJ498881.1
5883,FJ498886.2
5884,FJ498887.2
5885,FJ498888.2
5886,FJ498889.1
5887,FJ498890.2
5888,FJ518654.1
5889,FJ534676.1
5890,FJ535235.1
5891,FJ539044.1
5892,FJ542874.1
5893,FJ542920.1
5894,FJ543078.1
5895,FJ546743.1
5896,FJ546746.1
5897,FJ546747.1
5898,FJ546748.1
5899,FJ547412.1
5900,FJ555265.1
5901,FJ558674.1
5902,FJ558737.1
5903,FJ558824.1
5904,FJ568413.1
5905,FJ568591.1
5906,FJ569555.1
5907,FJ585842.1
5908,FJ589716.1
5909,FJ592821.1
5910,FJ595566.1
5911,FJ595568.1
5912,FJ596488.1
5913,FJ600347.1
5914,FJ600737.1
5915,FJ600738.1
5916,FJ608195.1
5917,FJ615990.1
5918,FJ654666.1
5919,FJ654667.1
5920,FJ654669.1
5921,FJ654670.1
5922,FJ658125.1
5923,FJ662586.1
5924,FJ662636.1
5925,FJ662677.1
5926,FJ662678.1
5927,FJ662727.1
5928,FJ662874.1
5929,FJ664780.1
5930,FJ669044.1
5931,FJ670906.1
5932,FJ670945.1
5933,FJ670980.1
5934,FJ670986.1
5935,FJ671049.1
5936,FJ671122.1
5937,FJ671192.1
5938,FJ671388.1
5939,FJ671519.1
5940,FJ671567.1
5941,FJ671651.1
5942,FJ671960.1
5943,FJ672201.1
5944,FJ672249.1
5945,FJ672480.1
5946,FJ672820.1
5947,FJ674610.1
5948,FJ674694.1
5949,FJ674799.1
5950,FJ674824.1
5951,FJ675069.1
5952,FJ675497.1
5953,FJ685737.1
5954,FJ685740.1
5955,FJ685912.1
5956,FJ685945.1
5957,FJ685950.1
5958,FJ685962.1
5959,FJ686013.1
5960,FJ705107.1
5961,FJ705118.1
5962,FJ719100.1
5963,FJ719182.1
5964,FJ719207.1
5965,FJ719290.1
5966,FJ728709.1
5967,FJ729774.1
5968,FJ729792.1
5969,FJ729946.1
5970,FJ730571.1
5971,FJ730874.1
5972,FJ731171.1
5973,FJ731441.1
5974,FJ732240.1
5975,FJ732800.1
5976,FJ735859.1
5977,FJ736167.1
5978,FJ736661.1
5979,FJ739398.1
5980,FJ741099.1
5981,FJ741359.1
5982,FJ741377.1
5983,FJ741718.1
5984,FJ741798.1
5985,FJ742728.1
5986,FJ747133.1
5987,FJ752173.1
5988,FJ752174.1
5989,FJ752175.1
5990,FJ752176.1
5991,FJ752178.1
5992,FJ752179.1
5993,FJ752180.1
5994,FJ752181.1
5995,FJ752182.1
5996,FJ752183.1
5997,FJ752184.1
5998,FJ752185.1
5999,FJ752186.1
6000,FJ752188.1
6001,FJ752190.1
6002,FJ752191.1
6003,FJ752192.1
6004,FJ752195.1
6005,FJ752196.1
6006,FJ752198.1
6007,FJ752199.1
6008,FJ752200.1
6009,FJ752203.1
6010,FJ752204.1
6011,FJ752205.1
6012,FJ752206.1
6013,FJ752210.1
6014,FJ752211.1
6015,FJ752212.1
6016,FJ752213.1
6017,FJ752215.1
6018,FJ752219.1
6019,FJ752221.1
6020,FJ752222.1
6021,FJ752223.1
6022,FJ752226.1
6023,FJ764666.1
6024,FJ767771.1
6025,FJ772398.1
6026,FJ790542.1
6027,FJ790633.1
6028,FJ793680.1
6029,FJ793684.1
6030,FJ793687.1
6031,FJ793694.1
6032,FJ793695.1
6033,FJ793698.1
6034,FJ793702.1
6035,FJ793710.1
6036,FJ793725.1
6037,FJ793728.1
6038,FJ793731.1
6039,FJ793732.1
6040,FJ793738.1
6041,FJ793741.1
6042,FJ795512.1
6043,FJ805841.1
6044,FJ805842.1
6045,FJ805843.1
6046,FJ805844.1
6047,FJ805845.1
6048,FJ805848.1
6049,FJ805849.1
6050,FJ805850.1
6051,FJ805851.1
6052,FJ805852.1
6053,FJ805853.1
6054,FJ805854.1
6055,FJ805855.1
6056,FJ805856.1
6057,FJ805858.1
6058,FJ805860.1
6059,FJ805877.1
6060,FJ805880.1
6061,FJ805884.1
6062,FJ805885.1
6063,FJ805907.1
6064,FJ805910.1
6065,FJ805911.1
6066,FJ805912.1
6067,FJ805915.1
6068,FJ805916.1
6069,FJ805917.1
6070,FJ805919.1
6071,FJ805920.1
6072,FJ805921.1
6073,FJ805925.1
6074,FJ805926.1
6075,FJ805944.1
6076,FJ808966.1
6077,FJ817587.1
6078,FJ817590.1
6079,FJ821603.1
6080,FJ827837.1
6081,FJ829059.1
6082,FJ836224.1
6083,FJ839357.1
6084,FJ843653.1
6085,FJ843688.1
6086,FJ843927.1
6087,FJ843929.1
6088,FJ843930.1
6089,FJ845357.1
6090,FJ845395.1
6091,FJ849292.1
6092,FJ851588.1
6093,FJ851592.1
6094,FJ851593.1
6095,FJ851594.1
6096,FJ851595.1
6097,FJ851598.1
6098,FJ851602.1
6099,FJ851605.1
6100,FJ851606.1
6101,FJ853441.1
6102,FJ854711.1
6103,FJ860262.1
6104,FJ870533.1
6105,FJ873660.1
6106,FJ882323.1
6107,FJ882365.1
6108,FJ890752.1
6109,FJ894303.1
6110,FJ894709.1
6111,FJ895008.1
6112,FJ895061.1
6113,FJ900870.1
6114,FJ907163.1
6115,FJ914592.1
6116,FJ916537.1
6117,FJ930259.1
6118,FJ933399.1
6119,FJ935566.1
6120,FJ944061.1
6121,FJ946319.1
6122,FJ948233.1
6123,FJ966170.1
6124,FJ966172.1
6125,FJ966184.1
6126,FJ973484.1
6127,FJ976353.1
6128,FJ998357.1
6129,FM161623.1
6130,FM174995.1
6131,FM175019.1
6132,FM175028.1
6133,FM175956.1
6134,FM176202.1
6135,FM176540.1
6136,FM178822.1
6137,FM179239.1
6138,FM179889.1
6139,FM200945.1
6140,FM201013.1
6141,FM201121.1
6142,FM201131.1
6143,FM209194.1
6144,FM244730.1
6145,FM252969.1
6146,FM252999.1
6147,FM865690.1
6148,FM866518.1
6149,FM866584.1
6150,FM866594.1
6151,FM866636.1
6152,FM866672.1
6153,FM866677.1
6154,FM866693.1
6155,FM872584.1
6156,FM872722.1
6157,FM872818.1
6158,FM872887.1
6159,FM873058.1
6160,FM873075.1
6161,FM873156.1
6162,FM873187.1
6163,FM873263.1
6164,FM873934.1
6165,FM874215.1
6166,FM874620.1
6167,FM874665.1
6168,FM874910.1
6169,FM875301.1
6170,FM875427.1
6171,FM875470.1
6172,FM877676.1
6173,FM877990.1
6174,FM881795.1
6175,FM881816.2
6176,FM881842.2
6177,FM945407.2
6178,FM991714.1
6179,FM991715.1
6180,FM991716.1
6181,FM991717.1
6182,FM991722.1
6183,FM995606.1
6184,FN257751.1
6185,FN257753.1
6186,FN257755.1
6187,FN257757.1
6188,FN257761.1
6189,FN263290.1
6190,FN296151.2
6191,FN296352.1
6192,FN296802.1
6193,FN296838.1
6194,FN296870.1
6195,FN297632.1
6196,FN297928.1
6197,FN297932.1
6198,FN297943.1
6199,FN298035.1
6200,FN298092.1
6201,FN298095.1
6202,FN357103.1
6203,FN390919.1
6204,FN392661.1
6205,FN429043.1
6206,FN429836.1
6207,FN543104.1
6208,FN551182.1
6209,FN558949.1
6210,FN559239.1
6211,FN559329.1
6212,FN566950.1
6213,FN566974.1
6214,FN566992.1
6215,FN567354.1
6216,FN568063.1
6217,FN599645.1
6218,FN646740.1
6219,FN659170.1
6220,FN659284.1
6221,FN662771.1
6222,FN667255.1
6223,FN773658.1
6224,FN773742.1
6225,FN774482.1
6226,FN774573.1
6227,FN775905.1
6228,FN776351.1
6229,FN776526.1
6230,FN776725.1
6231,FN776805.1
6232,FN776846.1
6233,FN776973.1
6234,FN777018.1
6235,FN777097.1
6236,FN777260.1
6237,FN777484.1
6238,FN777531.1
6239,FN777550.1
6240,FN777653.1
6241,FN777789.1
6242,FN777794.1
6243,FN777880.1
6244,FN778048.1
6245,FN778076.1
6246,FN779030.1
6247,FN780144.1
6248,FN780259.1
6249,FN780495.1
6250,FN780511.1
6251,FN780600.1
6252,FN780624.1
6253,FN780742.1
6254,FN780752.1
6255,FN780755.1
6256,FN780780.1
6257,FN780788.1
6258,FN780796.1
6259,FN780797.1
6260,FN780798.1
6261,FN780851.1
6262,FN780885.1
6263,FN780887.1
6264,FN780889.1
6265,FN781039.1
6266,FN781068.1
6267,FN781085.1
6268,FN781092.1
6269,FN781211.1
6270,FN781223.1
6271,FN781280.1
6272,FN781283.1
6273,FN781295.1
6274,FN781401.1
6275,FN781431.1
6276,FN781459.1
6277,FN781525.1
6278,FN781575.1
6279,FN781713.1
6280,FN781756.1
6281,FN781786.1
6282,FN781884.1
6283,FN781909.1
6284,FN781912.1
6285,FN782054.1
6286,FN782055.1
6287,FN782128.1
6288,FN782161.1
6289,FN784251.1
6290,FN784355.1
6291,FN784820.1
6292,FN785128.1
6293,FN786305.1
6294,FN787526.1
6295,FN788608.1
6296,FN788609.1
6297,FN788631.1
6298,FN788674.1
6299,FN788774.1
6300,FN788828.1
6301,FN788857.1
6302,FN788900.1
6303,FN788914.1
6304,FN788934.1
6305,FN789057.1
6306,FN789171.1
6307,FN789213.1
6308,FN789280.1
6309,FN789300.1
6310,FN789313.1
6311,FN789341.1
6312,FN789344.1
6313,FN789380.1
6314,FN789392.1
6315,FN789409.1
6316,FN789441.1
6317,FN789448.1
6318,FN789498.1
6319,FN789516.1
6320,FN789544.1
6321,FN789584.1
6322,FN789821.1
6323,FN790097.1
6324,FN791094.1
6325,FN791947.1
6326,FN792450.1
6327,FN793300.1
6328,FN794916.1
6329,FN795132.1
6330,FN795163.1
6331,FN795173.1
6332,FN795229.1
6333,FN795307.1
6334,FN808998.1
6335,FN822940.1
6336,FN823772.1
6337,FN860047.1
6338,FN869389.1
6339,FN869874.1
6340,FN995008.1
6341,FN995653.1
6342,FN995654.1
6343,FN995794.1
6344,FO117623.1
6345,FO203431.1
6346,FP077071.1
6347,FP077987.1
6348,FP885895.1
6349,FP885897.1
6350,FP885906.2
6351,FQ311875.1
6352,FQ658700.1
6353,FQ859181.1
6354,FR647751.1
6355,FR648163.1
6356,FR667459.1
6357,FR668317.1
6358,FR670617.1
6359,FR677616.1
6360,FR680934.1
6361,FR687144.1
6362,FR687724.1
6363,FR687729.1
6364,FR690546.1
6365,FR690554.1
6366,FR690600.1
6367,FR690637.1
6368,FR691936.1
6369,FR718964.1
6370,FR729010.1
6371,FR734204.1
6372,FR744792.1
6373,FR750273.1
6374,FR750379.1
6375,FR773578.1
6376,FR773667.1
6377,FR774200.1
6378,FR848683.1
6379,FR851871.1
6380,FR853248.1
6381,FR856862.1
6382,FR860733.1
6383,FR866018.1
6384,FR866188.1
6385,FR866435.1
6386,FR866466.1
6387,FR867272.1
6388,FR867803.1
6389,FR868858.1
6390,FR869048.1
6391,FR869077.1
6392,GQ001303.1
6393,GQ001578.1
6394,GQ006217.1
6395,GQ007076.1
6396,GQ007716.1
6397,GQ009578.1
6398,GQ009709.1
6399,GQ009753.1
6400,GQ010156.1
6401,GQ014123.1
6402,GQ014483.1
6403,GQ017025.1
6404,GQ017060.1
6405,GQ017237.1
6406,GQ018309.1
6407,GQ018418.1
6408,GQ018558.1
6409,GQ019694.1
6410,GQ021187.1
6411,GQ021290.1
6412,GQ021719.1
6413,GQ023710.1
6414,GQ025595.1
6415,GQ028272.1
6416,GQ028384.1
6417,GQ030725.1
6418,GQ030883.1
6419,GQ032006.1
6420,GQ032579.1
6421,GQ032714.1
6422,GQ032925.1
6423,GQ041499.1
6424,GQ043201.1
6425,GQ046112.1
6426,GQ047485.1
6427,GQ060166.1
6428,GQ060357.1
6429,GQ071953.1
6430,GQ072981.1
6431,GQ073308.1
6432,GQ073463.1
6433,GQ073597.1
6434,GQ075456.1
6435,GQ076770.1
6436,GQ077875.1
6437,GQ077894.1
6438,GQ078037.1
6439,GQ079892.1
6440,GQ087468.1
6441,GQ088368.1
6442,GQ093299.1
6443,GQ094019.1
6444,GQ094394.1
6445,GQ096158.1
6446,GQ098655.1
6447,GQ098848.1
6448,GQ108181.1
6449,GQ108210.1
6450,GQ115624.1
6451,GQ120654.1
6452,GQ124190.1
6453,GQ124937.1
6454,GQ124953.1
6455,GQ125041.1
6456,GQ126577.1
6457,GQ127685.1
6458,GQ129906.1
6459,GQ136503.1
6460,GQ144789.1
6461,GQ144823.1
6462,GQ144930.1
6463,GQ156839.1
6464,GQ156840.1
6465,GQ157175.1
6466,GQ158884.1
6467,GQ160463.1
6468,GQ160466.1
6469,GQ162012.1
6470,GQ162060.1
6471,GQ162090.1
6472,GQ162092.1
6473,GQ164942.1
6474,GQ165058.1
6475,GQ167686.1
6476,GQ167688.1
6477,GQ218407.1
6478,GQ218518.1
6479,GQ218633.1
6480,GQ218636.1
6481,GQ218665.1
6482,GQ219253.1
6483,GQ225720.1
6484,GQ225721.1
6485,GQ227633.1
6486,GQ240212.1
6487,GQ243729.1
6488,GQ247033.1
6489,GQ247037.1
6490,GQ249620.1
6491,GQ252636.1
6492,GQ254137.1
6493,GQ255500.1
6494,GQ255952.1
6495,GQ300128.1
6496,GQ306087.1
6497,GQ329340.1
6498,GQ337856.1
6499,GQ339126.1
6500,GQ340330.1
6501,GQ351491.1
6502,GQ359974.1
6503,GQ361749.1
6504,GQ368710.1
6505,GQ368725.1
6506,GQ369208.1
6507,GQ383871.1
6508,GQ385430.1
6509,GQ388825.1
6510,GQ396899.1
6511,GQ404437.1
6512,GQ410454.1
6513,GQ411143.1
6514,GQ411361.1
6515,GQ411500.1
6516,GQ415363.1
6517,GQ417774.1
6518,GQ420678.1
6519,GQ425342.1
6520,GQ426000.1
6521,GQ453463.1
6522,GQ456968.1
6523,GQ457025.1
6524,GQ458955.1
6525,GQ460954.1
6526,GQ461327.1
6527,GQ467049.1
6528,GQ467207.1
6529,GQ467304.1
6530,GQ467954.1
6531,GQ468211.1
6532,GQ476534.1
6533,GQ479984.1
6534,GQ484654.1
6535,GQ484788.1
6536,GQ484933.1
6537,GQ494224.1
6538,GQ494269.1
6539,GQ494288.1
6540,GQ494290.1
6541,GQ494299.1
6542,GQ494302.1
6543,GQ496470.1
6544,GQ496481.1
6545,GQ500842.1
6546,GQ504252.1
6547,GQ528031.1
6548,GQ531264.1
6549,GQ538020.1
6550,GQ541293.1
6551,GQ545900.1
6552,GQ548294.1
6553,GQ551956.1
6554,GQ556817.1
6555,GQ556819.1
6556,GQ558261.1
6557,GQ561789.1
6558,GQ568409.1
6559,GQ568830.1
6560,GQ571587.1
6561,GQ866146.1
6562,GQ871555.1
6563,GQ889429.1
6564,GQ894424.1
6565,GQ900620.1
6566,GQ907159.1
6567,GQ907190.1
6568,GQ914051.1
6569,GQ919032.1
6570,GQ927326.1
6571,GQ929694.1
6572,GQ929701.1
6573,GQ929788.1
6574,GQ929861.1
6575,GQ929884.1
6576,GQ929928.1
6577,GQ929933.1
6578,GQ929943.1
6579,GQ929945.1
6580,GQ929981.1
6581,GQ930027.1
6582,GQ930074.1
6583,GQ930201.1
6584,GQ930540.1
6585,GQ930580.1
6586,GQ930792.1
6587,GQ930845.1
6588,GQ930898.1
6589,GQ931286.1
6590,GQ931380.1
6591,GQ931544.1
6592,GQ931621.1
6593,GQ933827.1
6594,GQ934688.1
6595,GQ936048.1
6596,GQ938533.1
6597,GQ943002.1
6598,GQ943671.1
6599,GQ944705.1
6600,GQ948816.1
6601,GQ949190.1
6602,GQ949239.1
6603,GQ949249.1
6604,GQ949785.1
6605,GQ949868.1
6606,GQ949874.1
6607,GQ949888.1
6608,GQ949941.1
6609,GQ949991.1
6610,GQ949996.1
6611,GQ950028.1
6612,GQ950818.1
6613,GQ950873.1
6614,GQ951365.1
6615,GQ952809.1
6616,GQ952975.1
6617,GQ953039.1
6618,GQ953066.1
6619,GQ953086.1
6620,GQ953329.1
6621,GQ953555.1
6622,GQ953956.1
6623,GQ954298.1
6624,GQ954299.1
6625,GQ954334.1
6626,GQ954342.1
6627,GQ954572.1
6628,GQ954840.1
6629,GQ955928.1
6630,GQ956045.1
6631,GQ956107.1
6632,GQ956125.1
6633,GQ956613.1
6634,GQ956615.1
6635,GQ956616.1
6636,GQ958558.1
6637,GQ958570.1
6638,GQ958581.1
6639,GQ958827.1
6640,GQ959104.1
6641,GQ959147.1
6642,GQ959284.1
6643,GQ960490.1
6644,GQ961166.1
6645,GQ962148.1
6646,GQ966339.1
6647,GQ970330.1
6648,GQ970507.1
6649,GQ971100.1
6650,GQ971121.1
6651,GQ971517.1
6652,GQ971544.1
6653,GQ971557.1
6654,GQ971772.1
6655,GQ971917.1
6656,GQ972040.1
6657,GQ972327.1
6658,GQ972341.1
6659,GQ973924.1
6660,GQ974816.1
6661,GQ976126.1
6662,GQ976443.1
6663,GQ976675.1
6664,GQ976794.1
6665,GQ976817.1
6666,GQ976818.1
6667,GQ976895.1
6668,GQ977574.1
6669,GQ979226.1
6670,GQ979564.1
6671,GQ980023.1
6672,GQ980024.1
6673,GQ984330.1
6674,GQ995200.1
6675,GQ995201.1
6676,GQ995202.1
6677,GQ996480.1
6678,GU001812.1
6679,GU003179.1
6680,GU003561.1
6681,GU003799.1
6682,GU018595.1
6683,GU019235.1
6684,GU019242.1
6685,GU020610.1
6686,GU020908.1
6687,GU020917.1
6688,GU021152.1
6689,GU021227.1
6690,GU021482.1
6691,GU021736.1
6692,GU022179.1
6693,GU024457.1
6694,GU024814.1
6695,GU025469.1
6696,GU026397.1
6697,GU026433.1
6698,GU026682.1
6699,GU027163.1
6700,GU028809.1
6701,GU029093.1
6702,GU030251.1
6703,GU030542.1
6704,GU031182.1
6705,GU033127.1
6706,GU033813.1
6707,GU033945.1
6708,GU034159.1
6709,GU034399.1
6710,GU034402.1
6711,GU034431.1
6712,GU034698.1
6713,GU034757.1
6714,GU034869.1
6715,GU035377.1
6716,GU035874.1
6717,GU035973.1
6718,GU036132.1
6719,GU036263.1
6720,GU036326.1
6721,GU036778.1
6722,GU038226.1
6723,GU038441.1
6724,GU038614.1
6725,GU038986.1
6726,GU039676.1
6727,GU040543.1
6728,GU040607.1
6729,GU041261.1
6730,GU041853.1
6731,GU044162.1
6732,GU044803.1
6733,GU056927.1
6734,GU074141.1
6735,GU075003.1
6736,GU075027.1
6737,GU078592.1
6738,GU078593.1
6739,GU082525.1
6740,GU117465.1
6741,GU126975.1
6742,GU130405.1
6743,GU131495.1
6744,GU143876.1
6745,GU166633.1
6746,GU167906.1
6747,GU174963.1
6748,GU183908.1
6749,GU186440.2
6750,GU186441.1
6751,GU189522.1
6752,GU189524.1
6753,GU189526.1
6754,GU189531.1
6755,GU190675.1
6756,GU195817.1
6757,GU201119.1
6758,GU208696.1
6759,GU211051.1
6760,GU212486.1
6761,GU216234.1
6762,GU219497.1
6763,GU219505.1
6764,GU227478.1
6765,GU227589.1
6766,GU235877.1
6767,GU235943.1
6768,GU246883.1
6769,GU246934.1
6770,GU256408.1
6771,GU256414.1
6772,GU271230.1
6773,GU271696.1
6774,GU271832.1
6775,GU290703.1
6776,GU290805.1
6777,GU291019.1
6778,GU301189.1
6779,GU304806.1
6780,GU305762.1
6781,GU305768.1
6782,GU305832.1
6783,GU305960.1
6784,GU317548.1
6785,GU317621.1
6786,GU317622.1
6787,GU317641.1
6788,GU318355.1
6789,GU323335.1
6790,GU323336.1
6791,GU323337.1
6792,GU325898.1
6793,GU340032.1
6794,GU341572.1
6795,GU343532.1
6796,GU362233.1
6797,GU362241.1
6798,GU362271.1
6799,GU362314.1
6800,GU368991.1
6801,GU369102.1
6802,GU369184.1
6803,GU369460.1
6804,GU375239.1
6805,GU375721.1
6806,GU391667.1
6807,GU391693.1
6808,GU396229.1
6809,GU397857.1
6810,GU398231.1
6811,GU399116.1
6812,GU407396.1
6813,GU409342.1
6814,GU410277.1
6815,GU411741.1
6816,GU411742.1
6817,GU413321.1
6818,GU413351.1
6819,GU416755.1
6820,GU417404.1
6821,GU417418.1
6822,GU417441.1
6823,GU417726.1
6824,GU419224.1
6825,GU423040.1
6826,GU423070.1
6827,GU426862.1
6828,GU428849.1
6829,GU428949.1
6830,GU428987.1
6831,GU429082.1
6832,GU429095.1
6833,GU429147.1
6834,GU429151.1
6835,GU429191.1
6836,GU429196.1
6837,GU429953.1
6838,GU430491.1
6839,GU430559.1
6840,GU430601.1
6841,GU430625.1
6842,GU430915.1
6843,GU430925.1
6844,GU431310.1
6845,GU431586.1
6846,GU441605.1
6847,GU441610.1
6848,GU441632.1
6849,GU451100.1
6850,GU471844.1
6851,GU477447.1
6852,GU477782.1
6853,GU477783.1
6854,GU478253.1
6855,GU480136.1
6856,GU482760.1
6857,GU492582.1
6858,GU496703.1
6859,GU502785.1
6860,GU505928.1
6861,GU506969.1
6862,GU507314.1
6863,GU509535.1
6864,GU512106.1
6865,GU512398.1
6866,GU512667.1
6867,GU513790.1
6868,GU514126.1
6869,GU514625.1
6870,GU516791.1
6871,GU517181.1
6872,GU523437.1
6873,GU526176.1
6874,GU526609.1
6875,GU529485.1
6876,GU531535.1
6877,GU535087.1
6878,GU536621.1
6879,GU539257.1
6880,GU541128.1
6881,GU544466.1
6882,GU545359.1
6883,GU547958.1
6884,GU548386.1
6885,GU548456.1
6886,GU552238.1
6887,GU553031.1
6888,GU556409.1
6889,GU557021.1
6890,GU560038.1
6891,GU564703.1
6892,GU567432.1
6893,GU567433.1
6894,GU567434.1
6895,GU567435.1
6896,GU567436.1
6897,GU567438.1
6898,GU567439.1
6899,GU567440.1
6900,GU574331.1
6901,GU574739.1
6902,GU581151.1
6903,GU595087.1
6904,GU595907.1
6905,GU596270.1
6906,GU596288.1
6907,GU596301.1
6908,GU602629.1
6909,GU635441.1
6910,GU635510.1
6911,GU635567.1
6912,GU635988.1
6913,GU636133.1
6914,GU636426.1
6915,GU636496.1
6916,GU638263.1
6917,GU638519.1
6918,GU638752.1
6919,GU639330.1
6920,GU639337.1
6921,GU639394.1
6922,GU639610.1
6923,GU639660.1
6924,GU640026.1
6925,GU640933.1
6926,GU640942.1
6927,GU641074.1
6928,GU641282.1
6929,GU642041.1
6930,GU642605.1
6931,GU642782.1
6932,GU643042.1
6933,GU643125.1
6934,GU643407.1
6935,GU643514.1
6936,GU643951.1
6937,GU644229.1
6938,GU644235.1
6939,GU644342.1
6940,GU646067.1
6941,GU722425.1
6942,GU723504.1
6943,GU724970.1
6944,GU731938.1
6945,GU738216.1
6946,GU738729.1
6947,GU740354.1
6948,GU741573.1
6949,GU741814.1
6950,GU742132.1
6951,GU743423.1
6952,GU743530.1
6953,GU743625.1
6954,GU744415.1
6955,GU746610.1
6956,GU748138.1
6957,GU748986.1
6958,GU751708.1
6959,GU753784.1
6960,GU758845.1
6961,GU758880.1
6962,GU759761.1
6963,GU761123.1
6964,GU765713.1
6965,GU770749.1
6966,GU779736.1
6967,GU782635.1
6968,GU785182.1
6969,GU785276.1
6970,GU786022.1
6971,GU786543.1
6972,GU787680.1
6973,GU787969.1
6974,GU788106.1
6975,GU788351.1
6976,GU788612.1
6977,GU788713.1
6978,GU788890.1
6979,GU788998.1
6980,GU789865.1
6981,GU790478.1
6982,GU791047.1
6983,GU791758.1
6984,GU791950.1
6985,GU792560.1
6986,GU792590.1
6987,GU792607.1
6988,GU792792.1
6989,GU792969.1
6990,GU793234.1
6991,GU793547.1
6992,GU793630.1
6993,GU793664.1
6994,GU793676.1
6995,GU793820.1
6996,GU793926.1
6997,GU793928.1
6998,GU794117.1
6999,GU795376.1
7000,GU795747.1
7001,GU795767.1
7002,GU795771.1
7003,GU795883.1
7004,GU795998.1
7005,GU796110.1
7006,GU796570.1
7007,GU796622.1
7008,GU796802.1
7009,GU830885.1
7010,GU830888.1
7011,GU830891.1
7012,GU836403.1
7013,GU846503.1
7014,GU873481.1
7015,GU878070.1
7016,GU905036.1
7017,GU912230.1
7018,GU912403.1
7019,GU912773.1
7020,GU913115.1
7021,GU913638.1
7022,GU913921.1
7023,GU913959.1
7024,GU913989.1
7025,GU914002.1
7026,GU914076.1
7027,GU914095.1
7028,GU914300.1
7029,GU914349.1
7030,GU914650.1
7031,GU915078.1
7032,GU915174.1
7033,GU915394.1
7034,GU915614.1
7035,GU915794.1
7036,GU916002.1
7037,GU916945.1
7038,GU917206.1
7039,GU917538.1
7040,GU917546.1
7041,GU917614.1
7042,GU918122.1
7043,GU918187.1
7044,GU918190.1
7045,GU918191.1
7046,GU923588.1
7047,GU923593.1
7048,GU923594.1
7049,GU923595.1
7050,GU923598.1
7051,GU923601.1
7052,GU923605.1
7053,GU923608.1
7054,GU923609.1
7055,GU923610.1
7056,GU923611.1
7057,GU923618.1
7058,GU923620.1
7059,GU923622.1
7060,GU923623.1
7061,GU923624.1
7062,GU923628.1
7063,GU923645.1
7064,GU923649.1
7065,GU923651.1
7066,GU923653.1
7067,GU923655.1
7068,GU923660.1
7069,GU923663.1
7070,GU923669.1
7071,GU923673.1
7072,GU923674.1
7073,GU923676.1
7074,GU923679.1
7075,GU923680.1
7076,GU923681.1
7077,GU923685.1
7078,GU923686.1
7079,GU923688.1
7080,GU923690.1
7081,GU923691.1
7082,GU923694.1
7083,GU923696.1
7084,GU923697.1
7085,GU923700.1
7086,GU923703.1
7087,GU923704.1
7088,GU923705.1
7089,GU923707.1
7090,GU923708.1
7091,GU923709.1
7092,GU923710.1
7093,GU923713.1
7094,GU923714.1
7095,GU923716.1
7096,GU923717.1
7097,GU923719.1
7098,GU923725.2
7099,GU923726.1
7100,GU923727.1
7101,GU923729.1
7102,GU923730.1
7103,GU923731.1
7104,GU923733.1
7105,GU923734.1
7106,GU923738.1
7107,GU923741.1
7108,GU923746.1
7109,GU923747.1
7110,GU923748.1
7111,GU923750.1
7112,GU923752.1
7113,GU923755.1
7114,GU923757.1
7115,GU923758.1
7116,GU923761.1
7117,GU923762.1
7118,GU923763.1
7119,GU923767.1
